,0,1,2,3
null,0.92,0.4268292682926829,0.9767441860465116,0.9700176366843033
floor_0,0.0,0.15384615384615385,0.13513513513513514,0.25
floor_1,0.25757575757575757,0.1111111111111111,0.23255813953488372,0.42857142857142855
floor_2,0.30434782608695654,0.25,0.19230769230769232,0.21739130434782608
floor_3,0.3157894736842105,0.4,0.2608695652173913,0.8
floor_4,0.25,0.42105263157894735,0.0,0.3181818181818182
