,0,1,2,3
null,0.9298245614035088,0.5428571428571428,0.896414342629482,0.9904761904761905
floor_0,0.0547945205479452,0.0851063829787234,0.02564102564102564,0.14814814814814814
floor_1,0.13541666666666666,0.18181818181818182,0.16666666666666666,0.3125
floor_2,0.2,0.2894736842105263,0.1111111111111111,0.1794871794871795
floor_3,0.16666666666666666,0.07692307692307693,0.2,0.13513513513513514
floor_4,0.0,0.18181818181818182,0.13043478260869565,0.13725490196078433
