,0,1,2,3
null,0.7019867549668874,0.6129032258064516,0.8771929824561405,0.9463148316651501
floor_0,0.09302325581395347,0.13114754098360654,0.038461538461538464,0.18604651162790697
floor_1,0.20634920634920637,0.16,0.21276595744680848,0.25
floor_2,0.0816326530612245,0.3283582089552239,0.0425531914893617,0.1627906976744186
floor_3,0.044444444444444446,0.03571428571428571,0.15625,0.11627906976744186
floor_4,0.0,0.09090909090909091,0.13636363636363635,0.21538461538461542
