,0,1,2,3
null,0.5531914893617021,0.6851851851851852,0.8664122137404581,0.9024390243902439
floor_0,0.6153846153846154,0.42857142857142855,0.23076923076923078,0.25
floor_1,0.36666666666666664,0.25,0.35294117647058826,0.3333333333333333
floor_2,0.1282051282051282,0.06896551724137931,0.0,0.19148936170212766
floor_3,0.0,0.06976744186046512,0.15384615384615385,0.061224489795918366
floor_4,0.06896551724137931,0.09090909090909091,0.09523809523809523,0.14285714285714285
