,0,1,2,3
null,0.5106382978723404,0.6111111111111112,0.6221374045801527,0.9616724738675958
floor_0,0.0,0.2857142857142857,0.5384615384615384,0.125
floor_1,0.4666666666666667,0.4642857142857143,0.2647058823529412,0.3958333333333333
floor_2,0.7435897435897436,0.1724137931034483,0.21052631578947367,0.06382978723404255
floor_3,0.1794871794871795,0.7209302325581395,0.02564102564102564,0.2653061224489796
floor_4,0.034482758620689655,0.18181818181818182,0.0,0.6428571428571429
